food_category	restaurant	item_name	item_description	calories	total_fat	saturated_fat	trans_fat	cholesterol	sodium	carbohydrates	dietary_fiber	sugar	protein	health_score	reasoning	food_type	protein_type	
Pizza	Pizza Hut	"Pepperoni & Italian Sausage, Small Express Hand Tossed Pizza"	"Pepperoni & Italian Sausage, Small Express Hand Tossed Pizza"	310	14	6	0	30	610	33	13	2	3	8.7	Low: protein	Pizza	Pork	
Pizza	Pizza Hut	"Pepperoni & Italian Sausage, Small Express Thin 'N Crispy Pizza"	"Pepperoni & Italian Sausage, Small Express Thin 'N Crispy Pizza"	290	15	6	0	30	760	27	13	4	2	8.3	Low: protein	Pizza	Pork	
Pizza	Pizza Hut	"Pepperoni & Jalapeno, Small Express Thin 'N Crispy Pizza"	"Pepperoni & Jalapeno, Small Express Thin 'N Crispy Pizza"	210	7	3.5	0	20	890	27	9	4	2	8.8	High: sodium | Low: protein	Pizza	Unknown	
Pizza	Pizza Hut	"Pepperoni Lover's, Small Express Thin 'N Crispy Pizza"	"Pepperoni Lover's, Small Express Thin 'N Crispy Pizza"	270	13	6	0	35	650	27	13	4	2	8.5	Low: protein	Pizza	Unknown	
Pizza	Pizza Hut	"Pepperoni, Small Express Thin 'N Crispy Pizza"	"Pepperoni, Small Express Thin 'N Crispy Pizza"	230	9	4	0	25	540	26	10	3	2	9.2	Low: protein	Pizza	Unknown	
Pizza	Pizza Hut	"Pork, Express Personal Pan Pizza"	"Pork, Express Personal Pan Pizza"	160	7	2.5	0	15	320	17	7	2	1	9.3	Low: protein	Pizza	Pork	
Pizza	Pizza Hut	"Pork, Small Express Hand Tossed Pizza"	"Pork, Small Express Hand Tossed Pizza"	280	12	5	0	30	540	33	12	2	2	8.9	Low: protein	Pizza	Pork	
Pizza	Pizza Hut	"Pork, Small Express Thin 'N Crispy Pizza"	"Pork, Small Express Thin 'N Crispy Pizza"	260	12	5	0	30	590	27	11	4	2	8.7	Low: protein	Pizza	Pork	
Pizza	Pizza Hut	"Sausage, Egg & Cheese, Express Personal Pan"	"Sausage, Egg & Cheese, Express Personal Pan, Express Breakfast"	260	17	5	0	80	430	17	9	2	1	8.2	Low: protein	Pizza	Pork	
Pizza	Pizza Hut	"Super Supreme, Small Express Thin 'N Crispy Pizza"	"Super Supreme, Small Express Thin 'N Crispy Pizza"	310	16	6	0	35	800	29	14	4	3	8.3	High: sodium | Low: protein	Pizza	Pork	
Pizza	Pizza Hut	"Supreme, Small Express Thin 'N Crispy Pizza"	"Supreme, Small Express Thin 'N Crispy Pizza"	250	10	4.5	0	30	580	28	11	4	2	8.9	Low: protein	Pizza	Pork	
Pizza	Pizza Hut	"Supremo w/ Marinara Sauce, P'Zone"	"Supremo w/ Marinara Sauce, P'Zone"	980	35	16	0.5	80	1760	125	42	9	9	5.3	"High: calories, total fat, saturated fat, sodium | Low: protein"	Pizza	Pork	
Pizza	Pizza Hut	"Tomato, Express Personal Pan Pizza"	"Tomato, Express Personal Pan Pizza"	140	5	2	0	10	270	17	6	2	1	9.3	"Low: dietary fiber, protein"	Pizza	Unknown	
Pizza	Pizza Hut	"Tomato, Small Express Hand Tossed Pizza"	"Tomato, Small Express Hand Tossed Pizza"	230	6	3	0	15	410	33	10	2	2	9.7	Low: protein	Pizza	Unknown	
Pizza	Pizza Hut	"Tomato, Small Express Thin 'N Crispy Pizza"	"Tomato, Small Express Thin 'N Crispy Pizza"	190	5	2.5	0	15	440	27	9	4	2	9.6	Low: protein	Pizza	Unknown	
Pizza	Pizza Hut	"Veggie Lover's, Small Express Thin 'N Crispy Pizza"	"Veggie Lover's, Small Express Thin 'N Crispy Pizza"	200	6	3	0	15	500	28	9	4	3	9.6	Low: protein	Pizza	Veggie	
Salads	Pizza Hut	Zesty Italian Salad w/ Chicken	"Zesty Italian Salad w/ Chicken, Salad"	200	11	3.5	0	20	690	18	10	4	2	9	Low: protein	Salads	Chicken	
Sandwiches	Popeyes	Chicken Biscuit	"Chicken Biscuit, Breakfast"	490	26	14	1	30	1280	47	1	2	17	5.5	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Popeyes	Bacon Biscuit	"Bacon Biscuit, Breakfast"	400	25	12	0	5	780	37	3	2	8	7	"High: saturated fat, sodium | Low: dietary fiber, protein"	Sandwiches	Pork	
Sandwiches	Popeyes	Egg & Sausage Biscuit	"Egg & Sausage Biscuit, Breakfast"	690	45	22	0	160	1520	43	1	2	20	5.1	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Popeyes	Egg Biscuit	"Egg Biscuit, Breakfast"	510	29	15	0	130	1160	41	1	2	13	5.4	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Sandwiches	Popeyes	Sausage & Gravy Biscuit	"Sausage & Gravy Biscuit, Breakfast"	510	33	14	1	15	1090	42	3	3	10	5	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber, protein"	Sandwiches	Pork	
Sandwiches	Popeyes	Sausage Biscuit	"Sausage Biscuit, Breakfast"	540	36	18	0	30	1100	41	1	2	13	6	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Popeyes	Chicken Sandwich-Classic	"Chicken Sandwich-Classic, Sandwiches & Wraps"	700	42	14	2	90	1440	50	2	8	28	4.2	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Popeyes	Chicken Sandwich-Spicy	"Chicken Sandwich-Spicy, Sandwiches & Wraps"	700	42	14	2	90	1470	50	2	8	28	4.2	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Raising Cane's Chicken Fingers	Chicken Sandwich	"Chicken Sandwich, Individual Items"	780	39	6	0	120	1470	66	5	13	48	6	"High: calories, total fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Burgers	Sonic	Jr Burger	"Jr Burger, Burgers, Wacky Pack Kids Meals"	310	14	4	0	20	710	32	2	5	14	8.5	Low: dietary fiber	Burgers	Beef	
Burgers	Sonic	Hatch Green Chile Cheeseburger With Mustard	"Hatch Green Chile Cheeseburger With Mustard, Burgers"	690	37	11	0	65	1330	54	2	11	31	5.6	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Burgers	Beef	
Sandwiches	Sonic	"Chicken Wrap, Grilled"	"Chicken Wrap, Grilled, Wraps"	480	14	4	0	80	1720	39	2	3	31	7.7	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Sonic	Fish Sandwich	"Fish Sandwich, Sandwiches"	540	27	5	0	35	1240	57	4	10	18	7.5	"High: total fat, sodium | Low: dietary fiber"	Sandwiches	Fish	
Sandwiches	Sonic	Corn Dog	"Corn Dog, Wacky Pack Kids Meals, Snacks & Sides"	230	13	4	0	15	480	23	1	5	6	7.8	"Low: dietary fiber, protein"	Sandwiches	Pork	
Sandwiches	Sonic	Breakfast Toaster Bacon	"Breakfast Toaster Bacon, Breakfast Items"	610	31	10	0	330	1610	52	2	7	29	5.4	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Breakfast Toaster Ham	"Breakfast Toaster Ham, Breakfast Items"	540	22	7	0	330	1850	54	2	9	29	6.1	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Breakfast Toaster Sausage	"Breakfast Toaster Sausage, Breakfast Items"	720	43	14	0	340	1530	52	2	7	29	5	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Breakfast Burrito Bacon	"Breakfast Burrito Bacon, Breakfast Items"	470	25	11	0	320	1540	35	1	1	25	5.9	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Breakfast Burrito Sausage	"Breakfast Burrito Sausage, Breakfast Items"	500	30	13	0	325	1430	35	1	1	23	5.7	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Breakfast Burrito Ham	"Breakfast Burrito Ham, Breakfast Items"	440	20	9	0	330	1920	38	1	2	27	6.2	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	SuperSonic Breakfast Burrito	"SuperSonic Breakfast Burrito, Breakfast Items"	610	35	14	0	325	1800	49	3	3	24	5.7	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Sandwiches	Sonic	Grilled Cheese Sandwich	"Grilled Cheese Sandwich, Sandwiches"	430	19	7	0	35	1090	51	2	7	14	7.2	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Sonic	Chicken Club Toaster Sandwich	"Chicken Club Toaster Sandwich, Toaster Sandwiches"	770	43	11	0	80	1590	63	3	8	32	5.7	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Sonic	Bacon Cheeseburger Toaster Sandwich	"Bacon Cheeseburger Toaster Sandwich, Toaster Sandwiches"	840	46	14	0	85	1750	68	3	14	37	5.3	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	"6"" All American Dog"	"6"" All American Dog, Hot Dogs"	410	21	8	1	35	1120	41	2	12	13	5.3	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	"6"" Chicago Dog"	"6"" Chicago Dog, Hot Dogs"	400	20	7	1	35	2010	41	1	13	11	4.9	"High: saturated fat, trans fat, sodium | Low: dietary fiber, protein"	Sandwiches	Pork	
Sandwiches	Sonic	"6"" Chili Cheese Coney"	"6"" Chili Cheese Coney, Hot Dogs"	470	29	12	1.5	55	1260	34	2	5	18	5.3	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Sonic	"6"" New York Dog"	"6"" New York Dog, Hot Dogs"	400	23	8	1	35	1110	35	3	5	13	5.8	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	"6"" All Beef Regular Hot Dog"	"6"" All Beef Regular Hot Dog, Hot Dogs"	360	21	8	1	35	800	31	2	4	12	6	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Beef	
Sandwiches	Sonic	Biscuit Sandwich w/ Bacon	"Biscuit Sandwich w/ Bacon, Breakfast Items"	630	35	16	0	330	2590	41	1	5	29	5.1	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Biscuit Sandwich w/ Ham	"Biscuit Sandwich w/ Ham, Breakfast Items"	520	24	12	0	320	2680	42	1	6	26	5.6	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Biscuit Sandwich w/ Sausage	"Biscuit Sandwich w/ Sausage, Breakfast Items"	750	39	13	0	335	2240	68	3	5	31	5.3	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	BLT Toaster Sandwich	"BLT Toaster Sandwich, Toaster Sandwiches"	580	32	8	0	40	1080	53	2	8	19	6.6	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Bagel Breakfast Sandwich w/ Bacon	"Bagel Breakfast Sandwich w/ Bacon, Breakfast Items"	640	27	9	0	320	2320	68	2	5	31	5.7	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Bagel Breakfast Sandwich w/ Ham	"Bagel Breakfast Sandwich w/ Ham, Breakfast Items"	570	19	6	0	320	2550	70	2	6	31	6.4	"High: cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Bagel Breakfast Sandwich w/ Sausage	"Bagel Breakfast Sandwich w/ Sausage, Breakfast Items"	750	39	13	0	335	2240	68	3	5	31	5.3	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Country Fried Steak Sandwich	"Country Fried Steak Sandwich, Sandwiches"	700	35	9	0	45	1410	80	3	10	16	6.2	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Beef	
Sandwiches	Sonic	Country Fried Steak Toaster Sandwich	"Country Fried Steak Toaster Sandwich, Toaster Sandwiches"	700	35	9	0	45	1390	80	3	7	15	6.2	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Beef	
Sandwiches	Sonic	"Chicken Wrap, Crispy"	"Chicken Wrap, Crispy, Wraps"	530	28	6	0	40	1280	48	2	2	21	7.3	"High: total fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Sonic	CroisSonic Breakfast Sandwich w/ Bacon	"CroisSonic Breakfast Sandwich w/ Bacon, Breakfast Items"	580	38	14	0	330	2010	32	1	5	27	5.1	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	CroisSonic Breakfast Sandwich w/ Ham	"CroisSonic Breakfast Sandwich w/ Ham, Breakfast Items"	470	27	10	0	320	2100	33	1	6	24	5.6	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	CroisSonic Breakfast Sandwich w/ Sausage	"CroisSonic Breakfast Sandwich w/ Sausage, Breakfast Items"	650	47	17	0	335	1790	31	2	5	24	5.2	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Footlong Quarter Pound Coney	"Footlong Quarter Pound Coney, Hot Dogs"	790	49	19	1	105	2300	55	3	9	31	4.1	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Beef	
Sandwiches	Sonic	Jr Breakfast Burrito	"Jr Breakfast Burrito, Breakfast Items"	290	17	7	0	145	820	22	1	0	12	6.7	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Sandwiches	Sonic	Philly Cheesesteak Sandwich	"Philly Cheesesteak Sandwich, Sandwiches"	750	39	16	1.5	125	1710	53	1	5	46	3.8	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Beef	
Burgers	Sonic	Sonic Bacon Cheeseburger w/ Mayo	"Sonic Bacon Cheeseburger w/ Mayo, Burgers"	860	54	14	0	85	1410	54	2	11	37	5.2	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Burgers	Pork	
Burgers	Sonic	SuperSonic  Bacon Double Cheeseburger w/ Mayo	"SuperSonic  Bacon Double Cheeseburger w/ Mayo, Burgers"	1140	77	23	0	150	2020	52	5	10	58	5.1	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Sonic	SuperSonic Jalapeno Double Cheeseburger w/ Mustard 	"SuperSonic Jalapeno Double Cheeseburger w/ Mustard , Burgers"	1030	65	20	0	130	1950	55	1	11	53	4.4	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Sandwiches	Sonic	Ultimate Meat & Cheese Breakfast Burrito	"Ultimate Meat & Cheese Breakfast Burrito, Breakfast Items"	840	58	19	0.5	360	2220	47	2	1	30	4.5	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Sonic	"Classic Chicken Sandwich, Grilled"	"Classic Chicken Sandwich, Grilled, Chicken"	470	22	4	0	75	1340	39	3	10	30	7.4	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Sonic	"Classic Chicken Sandwich, Crispy"	"Classic Chicken Sandwich, Crispy, Chicken"	550	30	6	0	45	870	48	4	10	21	7.5	"High: total fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Sonic	"6"" Cheesy Bacon Pretzel Dog"	"6"" Cheesy Bacon Pretzel Dog, Hot Dogs"	430	29	12	1.5	50	1130	27	2	4	15	5.3	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	"6"" Original Pretzel Dog"	"6"" Original Pretzel Dog, Hot Dogs"	320	20	8	1	35	760	23	1	2	11	5.9	"High: saturated fat, trans fat | Low: dietary fiber, protein"	Sandwiches	Pork	
Sandwiches	Sonic	Seafood & Crab Sandwich	"Seafood & Crab Sandwich, Sandwiches"	500	21	3.5	0	40	1170	65	3	14	14	7.2	High: sodium | Low: dietary fiber	Sandwiches	Fish	
Burgers	Sonic	Quarter Pound Double Cheeseburger	"Quarter Pound Double Cheeseburger, Burgers"	560	35	12	0	60	1290	34	1	6	26	5.9	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Burgers	Beef	
Sandwiches	Sonic	Pork Tenderloin Sandwich	"Pork Tenderloin Sandwich, Sandwiches"	710	35	4.5	0	45	1110	73	3	10	20	6.9	"High: calories, total fat, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Brioche Breakfast Sandwich w/ Bacon	"Brioche Breakfast Sandwich w/ Bacon, Breakfast Items"	530	30	11	0	330	1520	38	2	10	27	5.4	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Brioche Breakfast Sandwich w/ Ham	"Brioche Breakfast Sandwich w/ Ham, Breakfast Items"	470	22	8	0	330	1750	40	2	11	27	5.9	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Brioche Breakfast Sandwich w/ Sausage	"Brioche Breakfast Sandwich w/ Sausage, Breakfast Items"	640	43	15	0	340	1440	38	3	10	27	5.2	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Sonic	Breakfast Burrito Steak & Egg	"Breakfast Burrito Steak & Egg, Breakfast Items"	650	36	14	1.5	345	1960	48	2	2	33	4.2	"High: total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Burgers	Sonic	Sonic Cheeseburger w/ Ketchup & Mayo	"Sonic Cheeseburger w/ Ketchup & Mayo, Burgers"	720	42	11	0	70	1400	52	2	12	31	5.4	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Sonic	Supersonic Double Cheeseburger w/ Ketchup & Mayo	"Supersonic Double Cheeseburger w/ Ketchup & Mayo, Burgers"	1070	71	21	0	135	2020	54	2	12	53	4.5	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Sonic	Veggie Burger w/ Ketchup & Mayo	"Veggie Burger w/ Ketchup & Mayo, Burgers"	500	17	3	0	5	1780	70	6	12	14	8.4	High: sodium | Low: dietary fiber	Burgers	Veggie	
Sandwiches	Sonic	Chicken Slinger	"Chicken Slinger, Chicken"	350	16	3.5	0	35	680	35	3	6	14	8.5	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Sonic	Fish Sandwich	"Fish Sandwich, Limited Time Only"	540	26	5	0	45	1390	58	4	12	18	7.4	High: sodium | Low: dietary fiber	Sandwiches	Fish	
Sandwiches	Sonic	Seafood & Crab Sandwich	"Seafood & Crab Sandwich, Limited Time Only"	510	21	3.5	0	40	1390	65	3	14	14	7.2	High: sodium | Low: dietary fiber	Sandwiches	Fish	
Burgers	Sonic	Bacon on Bacon Quarter Pound Double Cheeseburger	"Bacon on Bacon Quarter Pound Double Cheeseburger, Limited Time Only"	780	54	18	0	95	1820	36	1	7	38	5.2	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Steak 'N Shake	The Original Double Steakburger	"The Original Double Steakburger, Steakburgers"	460	26	10	1.5	70	980	33	2	6	23	5.4	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Steak 'N Shake	Single  Steakburger w/o cheese	"Single  Steakburger w/o cheese, Steakburgers"	320	14	5	1	35	820	32	3	6	15	7.1	"High: trans fat, sodium | Low: dietary fiber"	Burgers	Cheese	
Burgers	Steak 'N Shake	Single  Steakburger w/Cheese	"Single  Steakburger w/Cheese, Steakburgers"	390	20	9	1	50	1160	32	3	6	19	6	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Cheese	
Burgers	Steak 'N Shake	Triple Steakburger	"Triple Steakburger, Steakburgers"	610	38	15	2.5	110	920	32	3	6	32	4.8	"High: total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Steak 'N Shake	Triple Steakburger w/Cheese	"Triple Steakburger w/Cheese, Steakburgers"	750	50	23	2.5	140	1600	32	3	6	40	4	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Cheese	
Burgers	Steak 'N Shake	Frisco Melt	"Frisco Melt, Melts"	960	66	21	1.5	115	1440	51	2	12	34	3.4	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Steak 'N Shake	Steakburger and Fries	"Steakburger and Fries, Kids"	460	27	8	1	35	970	39	1	4	15	5.6	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Steak 'N Shake	Steakburger w/ Cheese and Fries	"Steakburger w/ Cheese and Fries, Kids"	530	33	12	1	50	1310	39	1	4	19	5	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Cheese	
Sandwiches	Steak 'N Shake	Grilled Cheese 'n Bacon	"Grilled Cheese 'n Bacon, Sandwiches"	590	35	13	0	50	1410	41	2	2	24	6.4	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Steak 'N Shake	Grilled Cheese	"Grilled Cheese, Sandwiches"	620	43	14	0	30	1090	41	2	2	17	6.5	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Steak 'N Shake	Bagel Sandwich w/sausage	"Bagel Sandwich w/sausage, Breakfast"	690	37	14	0	250	1340	53	2	7	33	5.1	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Steak 'N Shake	Bagel Sandwich w/bacon	"Bagel Sandwich w/bacon, Breakfast"	450	16	7	0	190	1000	53	2	7	23	6.7	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Soup	Steak 'N Shake	"Chili, Genuine - Bowl"	"Chili, Genuine - Bowl, Chili"	550	20	9	1	40	1270	65	13	3	29	7.4	"High: saturated fat, trans fat, sodium"	Soup	Beef	
Soup	Steak 'N Shake	"Chili, Genuine - Cup"	"Chili, Genuine - Cup, Chili"	330	12	5	0.5	25	760	39	8	2	18	9.4	Balanced	Soup	Beef	
Soup	Steak 'N Shake	"Chili Deluxe, Bowl"	"Chili Deluxe, Bowl, Chili"	1000	56	33	1	165	1960	71	14	5	58	5	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Soup	Beef	
Soup	Steak 'N Shake	"Chili Deluxe, Cup"	"Chili Deluxe, Cup, Chili"	500	28	16	0.5	80	980	36	7	2	29	7.1	"High: total fat, saturated fat, sodium"	Soup	Beef	
Soup	Steak 'N Shake	Chili 5-Way	"Chili 5-Way, Chili"	1160	57	33	1	165	2060	103	13	11	59	4.7	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Soup	Beef	
Soup	Steak 'N Shake	Chili 3-Way	"Chili 3-Way, Chili"	710	21	9	1	45	1380	98	13	10	31	6.8	"High: calories, saturated fat, trans fat, sodium"	Soup	Beef	
Soup	Steak 'N Shake	Chili Mac Supreme	"Chili Mac Supreme, Chili"	1410	78	42	2.5	205	2660	114	8	16	64	4.2	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Soup	Beef	
Soup	Steak 'N Shake	Chili Mac	"Chili Mac, Chili"	1200	61	26	3.5	130	2710	112	9	16	46	4.6	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Soup	Beef	
Sandwiches	Steak 'N Shake	"Bacon, Egg and Cheese Biscuit"	"Bacon, Egg and Cheese Biscuit, Breakfast"	520	35	23	0	180	1530	34	1	4	18	5.3	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Steak 'N Shake	Steak Frank - Chili Cheese	"Steak Frank - Chili Cheese, Steak Frank and Footlongs"	710	44	22	1.5	115	1620	46	4	5	33	4.6	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Steak 'N Shake	Egg and Cheese Biscuit	"Egg and Cheese Biscuit, Breakfast"	460	30	21	0	170	1360	34	1	4	14	5.3	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Sandwiches	Steak 'N Shake	Grilled Chicken Sandwich	"Grilled Chicken Sandwich, Sandwiches"	360	7	1	0	65	980	37	3	8	28	8.8	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Burgers	Steak 'N Shake	Royale Steakburger	"Royale Steakburger, Steakburgers"	750	49	19	1.5	295	1470	33	2	6	41	3.7	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Sandwiches	Steak 'N Shake	Sausage and Egg Biscuit	"Sausage and Egg Biscuit, Breakfast"	690	50	26	0	225	1530	34	1	4	23	5	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Steak 'N Shake	Sausage Biscuit	"Sausage Biscuit, Breakfast"	620	46	25	0	70	1400	33	1	3	17	5.8	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Steak 'N Shake	"Sausage, Egg and Cheese Biscuit"	"Sausage, Egg and Cheese Biscuit, Breakfast"	760	56	30	0	240	1870	34	1	4	27	4.9	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Steak 'N Shake	Spicy Chicken Sandwich	"Spicy Chicken Sandwich, Sandwiches"	480	16	2.5	0	60	1660	48	4	9	26	8.1	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Burgers	Steak 'N Shake	Western BBQ 'N Bacon Steakburger	"Western BBQ 'N Bacon Steakburger, Steakburgers"	790	43	16	1.5	105	1440	54	1	23	35	3	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium, sugar | Low: dietary fiber"	Burgers	Pork	
Sandwiches	Steak 'N Shake	Steak Frank	"Steak Frank, Steak Frank and Footlongs"	390	23	9	1	45	1140	32	1	5	13	5.2	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Beef	
Burgers	Steak 'N Shake	Jalapeno Crunch Steakburger	"Jalapeno Crunch Steakburger, Steakburgers"	690	43	14	1.5	90	1450	39	2	9	27	4.2	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Steak 'N Shake	The Original Double Steakburger w/Cheese	"The Original Double Steakburger w/Cheese, Steakburgers"	530	32	14	1.5	85	1120	32	3	6	27	5	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Beef	
